,OBJECTID_1,INCIDENT_ID,OFFENSE_ID,OFFENSE_CODE,OFFENSE_CODE_EXTENSION,TOP_TRAFFIC_ACCIDENT_OFFENSE,FIRST_OCCURRENCE_DATE,LAST_OCCURRENCE_DATE,REPORTED_DATE,INCIDENT_ADDRESS,GEO_X,GEO_Y,GEO_LON,GEO_LAT,DISTRICT_ID,PRECINCT_ID,NEIGHBORHOOD_ID,BICYCLE_IND,PEDESTRIAN_IND,HARMFUL_EVENT_SEQ_1,HARMFUL_EVENT_SEQ_2,HARMFUL_EVENT_SEQ_3,ROAD_LOCATION,ROAD_DESCRIPTION,ROAD_CONTOUR,ROAD_CONDITION,LIGHT_CONDITION,TU1_VEHICLE_TYPE,TU1_TRAVEL_DIRECTION,TU1_VEHICLE_MOVEMENT,TU1_DRIVER_ACTION,TU1_DRIVER_HUMANCONTRIBFACTOR,TU1_PEDESTRIAN_ACTION,TU2_VEHICLE_TYPE,TU2_TRAVEL_DIRECTION,TU2_VEHICLE_MOVEMENT,TU2_DRIVER_ACTION,TU2_DRIVER_HUMANCONTRIBFACTOR,TU2_PEDESTRIAN_ACTION,SERIOUSLY_INJURED,FATALITIES,FATALITY_MODE_1,FATALITY_MODE_2,SERIOUSLY_INJURED_MODE_1,SERIOUSLY_INJURED_MODE_2,HUMAN_FACTOR
69759,69760,201470166.0,20147000000000.0,5441,1,TRAF - ACCIDENT - SBI         ,2/10/2014 7:45,,2/10/2014 8:28,E MLK BLVD / N DAHLIA ST,3159763.0,1702909.0,-104.9317162,39.76191926,2.0,221.0,North Park Hill,0.0,1.0,PEDESTRIAN-TO/FROM SCHOOL,  ,PEDESTRIAN-TO/FROM SCHOOL,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY WITH VISIBLE ICY ROAD TREATMENT,DAY LIGHT,SUV,NORTH,MAKING LEFT TURN,CARELESS DRIVING,OTHER,  ,  ,  ,  ,  ,  ,CROSS/ENTER AT INTERSECTION,1.0,0.0,  ,  ,PEDESTRIAN,  ,OTHER
69788,69789,201539537.0,20154000000000.0,5441,1,TRAF - ACCIDENT - SBI         ,1/20/2015 10:35,,1/21/2015 12:12,E 14TH AVE / N GARFIELD ST,3156372.0,1694296.0,-104.94396529999999,39.73833279,2.0,213.0,Congress Park,0.0,1.0,PEDESTRIAN-OTHER,  ,PEDESTRIAN-OTHER,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PICKUP TRUCK/UTILITY VAN,SOUTH,MAKING LEFT TURN,  ,  ,  ,OTHER,NORTH,OTHER,  ,  ,  ,1.0,0.0,  ,  ,OTHER,  ,  
69803,69804,201513392.0,20151300000000.0,5441,1,TRAF - ACCIDENT - SBI         ,40:00.0,,1/8/2015 6:45,E GVR BLVD / PENA BLVD,,,,,,,,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAWN OR DUSK,PICKUP TRUCK/UTILITY VAN,EAST,MAKING LEFT TURN,FAILED TO YIELD ROW,DRIVER UNFAMILIAR WITH AREA,  ,PASSENGER CAR/VAN,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,PASSENGER CAR/VAN,  ,DRIVER UNFAMILIAR WITH AREA
69895,69896,2015883.0,201588000000.0,5401,0,TRAF - ACCIDENT - HIT & RUN   ,40:00.0,,1/1/2015 12:45,9500 BLOCK E 56TH AVE,3175247.0,1716251.0,-104.8763148,39.79826584,5.0,511.0,Stapleton,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,CURB,EMBANKMENT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,WET,DAY LIGHT,PICKUP TRUCK/UTILITY VAN,WEST,GOING STRAIGHT,RECKLESS DRIVING,DUI/DWAI/DUID,  ,PASSENGER CAR/VAN,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,PASSENGER CAR/VAN,  ,DUI/DWAI/DUID
69912,69913,201514134.0,20151400000000.0,5441,0,TRAF - ACCIDENT               ,1/8/2015 14:20,,1/8/2015 14:22,14000 BLOCK E ALBROOK DR,3187153.0,1708709.0,-104.8341408,39.77733029,5.0,521.0,Montbello,0.0,0.0,FRONT TO FRONT WITH MV IN TRANSPORT,  ,FRONT TO FRONT WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PICKUP TRUCK/UTILITY VAN,WEST,MAKING U-TURN,CARELESS DRIVING,AGGRESSIVE DRIVING,  ,SUV,EAST,STOPPED IN TRAFFIC,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,SUV,  ,AGGRESSIVE DRIVING
69929,69930,201528709.0,20152900000000.0,5420,0,TRAF - ACCIDENT - DUI/DUID    ,1/16/2015 0:39,,1/16/2015 1:04,2555 N FRANKLIN ST,3149368.0,1700070.0,-104.96874979999998,39.75429845,2.0,211.0,Whittier,0.0,0.0,WALL OR BUILDING,  ,WALL OR BUILDING,RAN OFF RIGHT SIDE,ALLEY RELATED,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,SUV,EAST,GOING STRAIGHT,CARELESS DRIVING,DUI/DWAI/DUID,  ,  ,  ,  ,  ,  ,  ,1.0,0.0,  ,  ,SUV,  ,DUI/DWAI/DUID
69931,69932,201528875.0,20152900000000.0,5441,2,TRAF - ACCIDENT - FATAL       ,1/16/2015 1:59,,1/16/2015 5:50,990 N LOGAN ST,3145715.0,1691810.0,-104.9819095,39.73168123,6.0,623.0,Capitol Hill,0.0,0.0,WALL OR BUILDING,  ,WALL OR BUILDING,ON PRIVATE PROPERTY,PARKING LOT,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,SUV,EAST,GOING STRAIGHT,CARELESS DRIVING,ILLNESS/MEDICAL,  ,  ,  ,  ,  ,  ,  ,0.0,1.0,SUV,  ,  ,  ,ILLNESS/MEDICAL
69955,69956,2014223991.0,201422000000000.0,5441,0,TRAF - ACCIDENT               ,5/3/2014 11:12,,5/3/2014 11:32,S DAYTON ST / E KENTUCKY DR,3175767.0,1680512.0,-104.87533880000001,39.70014714,3.0,321.0,Windsor,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,FRONT TO REAR WITH MV IN TRANSPORT,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,INTERSECTION RELATED,STRAIGHT ON-GRADE,DRY,DAY LIGHT,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,CARELESS DRIVING,DISTRACTED-OTHER,  ,PASSENGER CAR/VAN,SOUTH,STOPPED IN TRAFFIC,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,PASSENGER CAR/VAN,  ,DISTRACTED
69968,69969,2014366880.0,201437000000000.0,5441,1,TRAF - ACCIDENT - SBI         ,7/15/2014 21:39,,7/15/2014 21:39,3800 BLOCK OF N GILPIN ST,3149871.0,1705902.0,-104.96683909999999,39.7703001,2.0,211.0,Cole,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-UNLIGHTED,PICKUP TRUCK/UTILITY VAN,NORTH,ENTERING/LEAVING PARKED POSITION,CARELESS DRIVING,OTHER,OTHER,BICYCLE,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,OTHER,1.0,0.0,  ,  ,BICYCLE,  ,OTHER
69996,69997,20152112.0,2015210000000.0,5441,0,TRAF - ACCIDENT               ,1/2/2015 7:30,,1/2/2015 8:18,I70 HWYWB / N WASHINGTON ST,3146388.0,1709297.0,-104.97916029999999,39.77967532,1.0,112.0,Globeville,0.0,0.0,CRASH CUSHION/TRAFFIC BARRIER,  ,  ,RAN OFF RIGHT SIDE,HIGHWAY INTERCHANGE,STRAIGHT ON-GRADE,SLUSHY WITH VISIBLE ICY ROAD TREATMENT,DAY LIGHT,SUV,WEST,GOING STRAIGHT,EXCEED SAFE/POSTED SPEED,DRIVER INEXPERIENCE,  ,  ,  ,  ,  ,  ,  ,1.0,0.0,  ,  ,SUV,  ,DRIVER INEXPERIENCE
70017,70018,201514795.0,20151500000000.0,5441,2,TRAF - ACCIDENT - FATAL       ,1/8/2015 20:50,,1/8/2015 21:10,W ALAMEDA AVE / S FEDERAL BLVD,3133608.0,1684273.0,-105.0250953,39.71117229,4.0,412.0,Westwood,0.0,1.0,PEDESTRIAN-OTHER,PEDESTRIAN-OTHER,PEDESTRIAN-OTHER,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-GRADE,WET,DARK-LIGHTED,  ,NORTH,  ,  ,  ,CROSS/ENTER NOT AT INTERSECTION,SUV,WEST,PARKED,OTHER,NO APPARENT,  ,0.0,1.0,PEDESTRIAN,  ,  ,  ,  
70270,70271,201530917.0,20153100000000.0,5441,1,TRAF - ACCIDENT - SBI         ,1/17/2015 0:02,,24:00.0,N PEARL ST / E COLFAX AVE,3146259.0,1694851.0,-104.9799135,39.74002079,6.0,623.0,Capitol Hill,0.0,1.0,PEDESTRIAN-OTHER,  ,PEDESTRIAN-OTHER,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,  ,SOUTH,  ,  ,  ,CROSS AGAINST SIGNAL,NON-SCHOOL BUS,WEST,CHANGING LANES,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,PEDESTRIAN,  ,  
70386,70387,201533126.0,20153300000000.0,5441,1,TRAF - ACCIDENT - SBI         ,1/18/2015 2:09,,1/18/2015 2:09,5000 BLOCK W TENNESSEE AVE,3127265.0,1679263.0,-105.04772949999999,39.69750758,4.0,412.0,Westwood,0.0,0.0,SIGN,WALL OR BUILDING,WALL OR BUILDING,RAN OFF RIGHT SIDE,NON INTERSECTION,CURVE ON-LEVEL,DRY,DARK-LIGHTED,PASSENGER CAR/VAN,WEST,GOING STRAIGHT,CARELESS DRIVING,DUI/DWAI/DUID,  ,  ,  ,  ,  ,  ,  ,1.0,0.0,  ,  ,PASSENGER CAR/VAN,  ,DUI/DWAI/DUID
70390,70391,201533173.0,20153300000000.0,5441,1,TRAF - ACCIDENT - SBI         ,1/18/2015 2:45,,1/18/2015 2:45,W 8TH AVE / N SPEER BLVD,3143282.0,1690793.0,-104.99058020000001,39.72892714,1.0,123.0,Lincoln Park,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,PASSENGER CAR/VAN,WEST,GOING STRAIGHT,FAILED TO STOP AT SIGNAL,DUI/DWAI/DUID,  ,SUV,SOUTHEAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,PASSENGER CAR/VAN,  ,DUI/DWAI/DUID
70392,70393,201533341.0,20153300000000.0,5441,1,TRAF - ACCIDENT - SBI         ,1/18/2015 6:15,,1/18/2015 7:07,285_HWY WB / S KENDALL ST,,,,,4.0,,,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,GUARD RAIL,GUARD RAIL,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,PASSENGER CAR/VAN,WEST,SPUN OUT OF CONTROL,CARELESS DRIVING,DUI/DWAI/DUID,  ,PASSENGER CAR/VAN,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,2.0,0.0,  ,  ,PASSENGER CAR/VAN,PASSENGER CAR/VAN,DUI/DWAI/DUID
70414,70415,20155755.0,2015580000000.0,5441,1,TRAF - ACCIDENT - SBI         ,55:00.0,,55:00.0,2400 BLOCK S UNIVERSITY BLVD,3152203.0,1670152.0,-104.95930030000001,39.67212157,3.0,314.0,University Park,0.0,0.0,LIGHT/UTILITY POLE,  ,LIGHT/UTILITY POLE,RAN OFF RIGHT SIDE,AT INTERSECTION,STRAIGHT ON-GRADE,SNOWY,DARK-LIGHTED,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,CARELESS DRIVING,DUI/DWAI/DUID,  ,  ,  ,  ,  ,  ,  ,1.0,0.0,  ,  ,PASSENGER CAR/VAN,  ,DUI/DWAI/DUID
70501,70502,201550508.0,20155100000000.0,5441,1,TRAF - ACCIDENT - SBI         ,1/26/2015 18:20,,1/26/2015 18:20,W 8TH AVE / N KNOX CT,3131601.0,1690864.0,-105.03210829999999,39.72929453,1.0,122.0,Villa Park,0.0,0.0,FRONT TO FRONT WITH MV IN TRANSPORT,  ,FRONT TO FRONT WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,SUV,SOUTH,GOING STRAIGHT,CARELESS DRIVING,NO APPARENT,OTHER,MOTORCYCLE,WEST,GOING STRAIGHT,OTHER,NO APPARENT,OTHER,1.0,0.0,  ,  ,MOTORCYCLE,  ,NO APPARENT
70512,70513,201551270.0,20155100000000.0,5441,3,TRAF - ACCIDENT - POLICE      ,1/27/2015 6:52,,1/27/2015 6:52,1387 S SANTE FE DR,,,,,,,,0.0,0.0,OVERTURNING-NONCOLLISION,  ,OVERTURNING-NONCOLLISION,ON PRIVATE PROPERTY,DRIVEWAY ACCESS RELATED,STRAIGHT ON-GRADE,ICY,DAY LIGHT,MOTORCYCLE,WEST,GOING STRAIGHT,  ,  ,OTHER,  ,  ,  ,  ,  ,  ,1.0,0.0,  ,  ,MOTORCYCLE,  ,  
70563,70564,201583936.0,20158400000000.0,5441,1,TRAF - ACCIDENT - SBI         ,2/12/2015 4:18,,2/12/2015 4:44,400 BLOCK W 11TH AVE,3142528.0,1692563.0,-104.99322579999999,39.733797700000004,6.0,611.0,Civic Center,0.0,0.0,WALL OR BUILDING,SIGN,TREE,RAN OFF LEFT SIDE,INTERSECTION RELATED,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,SUV,EAST,GOING STRAIGHT,CARELESS DRIVING,AGGRESSIVE DRIVING,  ,  ,  ,  ,  ,  ,  ,1.0,0.0,  ,  ,SUV,  ,AGGRESSIVE DRIVING
70605,70606,201598630.0,20159900000000.0,5441,1,TRAF - ACCIDENT - SBI         ,2/19/2015 22:29,,2/19/2015 22:58,S FEDERAL BLVD / W EXPOSITION AVE,3133625.0,1681641.0,-105.0250838,39.70394663,4.0,412.0,Westwood,0.0,0.0,FRONT TO FRONT WITH MV IN TRANSPORT,  ,FRONT TO FRONT WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,PASSENGER CAR/VAN,NORTH,GOING STRAIGHT,CARELESS DRIVING,DUI/DWAI/DUID,  ,PASSENGER CAR/VAN,SOUTH,SLOWING,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,PASSENGER CAR/VAN,  ,DUI/DWAI/DUID
70646,70647,201567619.0,20156800000000.0,5441,0,TRAF - ACCIDENT               ,2/4/2015 7:55,,2/4/2015 7:55,N KITTREDGE ST / E 40TH AVE,3196303.0,1707138.0,-104.8016309,39.77282912,5.0,522.0,Gateway - Green Valley Ranch,0.0,1.0,FRONT TO REAR WITH MV IN TRANSPORT,PEDESTRIAN-OTHER,PEDESTRIAN-OTHER,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,SNOWY,DAY LIGHT,PASSENGER CAR/VAN,SOUTH,SLOWING,EXCEED SAFE/POSTED SPEED,OTHER,  ,SUV,SOUTH,STOPPED IN TRAFFIC,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,PEDESTRIAN,  ,OTHER
70798,70799,201586412.0,20158600000000.0,5441,0,TRAF - ACCIDENT               ,2/13/2015 9:57,,2/13/2015 9:57,I225 HWYNB / I70 HWYWB,3188330.0,1707042.0,-104.82999709999999,39.77273043,5.0,521.0,Stapleton,0.0,0.0,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,  ,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,ON ROADWAY,HIGHWAY INTERCHANGE,CURVE ON-GRADE,DRY,DAY LIGHT,MOTORCYCLE,WEST,CHANGING LANES,LANE VIOLATION,AGGRESSIVE DRIVING,  ,PICKUP TRUCK/UTILITY VAN,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,MOTORCYCLE,  ,AGGRESSIVE DRIVING
70799,70800,201586554.0,20158700000000.0,5441,1,TRAF - ACCIDENT - SBI         ,2/13/2015 11:38,,2/13/2015 13:21,1400 BLOCK 17TH ST,3141268.0,1698857.0,-104.99758200000001,39.75109507,6.0,612.0,Union Station,0.0,1.0,PEDESTRIAN-OTHER,  ,PEDESTRIAN-OTHER,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,SOUTH,MAKING LEFT TURN,FAILED TO YIELD ROW,DRIVER INEXPERIENCE,  ,  ,EAST,  ,  ,  ,CROSS/ENTER AT INTERSECTION,1.0,0.0,  ,  ,PEDESTRIAN,  ,DRIVER INEXPERIENCE
70809,70810,2015100317.0,201510000000000.0,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2/20/2015 18:23,,2/20/2015 18:48,N PERRY ST / W 10TH AVE,3129547.0,1692201.0,-105.0393868,39.73299368,1.0,122.0,Villa Park,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,SUV,NORTH,GOING STRAIGHT,CARELESS DRIVING,DUI/DWAI/DUID,  ,SUV,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,SUV,  ,DUI/DWAI/DUID
70827,70828,201553957.0,20155400000000.0,5441,1,TRAF - ACCIDENT - SBI         ,09:00.0,,1/28/2015 14:06,S BROADWAY ST / E ALAMEDA AVE,3144163.0,1684325.0,-104.9875777,39.71115758,3.0,312.0,Baker,0.0,1.0,PEDESTRIAN-OTHER,  ,PEDESTRIAN-OTHER,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,SUV,SOUTHEAST,MAKING LEFT TURN,CARELESS DRIVING,OTHER,  ,  ,SOUTH,  ,  ,  ,CROSS/ENTER AT INTERSECTION,1.0,0.0,  ,  ,PEDESTRIAN,  ,OTHER
70850,70851,201554531.0,20155500000000.0,5441,1,TRAF - ACCIDENT - SBI         ,1/28/2015 18:05,,1/28/2015 18:15,5100 BLOCK W COLFAX AVE,3125913.0,1694777.0,-105.0522624,39.74011517,1.0,122.0,West Colfax,0.0,1.0,PEDESTRIAN-OTHER,  ,PEDESTRIAN-OTHER,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,  ,SOUTH,  ,  ,  ,CROSS/ENTER NOT AT INTERSECTION,SUV,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,PEDESTRIAN,  ,  
70856,70857,201569037.0,20156900000000.0,5441,1,TRAF - ACCIDENT - SBI         ,2/4/2015 23:21,,2/4/2015 23:51,S SHERIDAN BLVD / W ALASKA PL,3125688.0,1683313.0,-105.05326299999999,39.70864717,4.0,412.0,Westwood,0.0,0.0,CURB,LIGHT/UTILITY POLE,LIGHT/UTILITY POLE,RAN OFF RIGHT SIDE,NON INTERSECTION,STRAIGHT ON-GRADE,DRY,DARK-LIGHTED,PASSENGER CAR/VAN,NORTH,MAKING RIGHT TURN,CARELESS DRIVING,DUI/DWAI/DUID,  ,  ,  ,  ,  ,  ,  ,1.0,0.0,  ,  ,PASSENGER CAR/VAN,  ,DUI/DWAI/DUID
70880,70881,201570072.0,20157000000000.0,5441,0,TRAF - ACCIDENT               ,2/5/2015 13:00,,2/5/2015 13:05,N FONTANA CT / E BOLLING DR,3192954.0,1709969.0,-104.8134687,39.78067059,5.0,521.0,Montbello,0.0,0.0,FRONT TO FRONT WITH MV IN TRANSPORT,  ,  ,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,DISREGARD STOP SIGN,NO APPARENT,  ,SUV,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,2.0,0.0,  ,  ,PASSENGER CAR/VAN,SUV,NO APPARENT
70985,70986,201570619.0,20157100000000.0,5441,0,TRAF - ACCIDENT               ,2/5/2015 17:59,,2/5/2015 18:18,S FEDERAL BLVD / W WARREN AVE,3133687.0,1671740.0,-105.02504740000002,39.67676516,4.0,421.0,Harvey Park,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,SUV,EAST,MAKING LEFT TURN,FAILED TO YIELD ROW,NO APPARENT,OTHER,PASSENGER CAR/VAN,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,OTHER,1.0,0.0,  ,  ,PASSENGER CAR/VAN,  ,NO APPARENT
71026,71027,2015105290.0,201511000000000.0,5441,0,TRAF - ACCIDENT               ,2/23/2015 18:37,,2/23/2015 19:04,E 29TH AVE / N COLORADO BLVD,3157275.0,1701573.0,-104.94059509999998,39.75829413,2.0,213.0,Skyland,0.0,1.0,PEDESTRIAN-OTHER,  ,PEDESTRIAN-OTHER,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,WET,DARK-LIGHTED,OTHER,WEST,OTHER,FAILED TO YIELD ROW,NO APPARENT,CROSS AGAINST SIGNAL,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,OTHER,1.0,0.0,  ,  ,OTHER,  ,NO APPARENT
71098,71099,201588567.0,20158900000000.0,5441,1,TRAF - ACCIDENT - SBI         ,2/14/2015 9:50,,2/14/2015 10:33,2700 BLOCK N SPEER BLVD,3135983.0,1700819.0,-105.0163405,39.75655983,1.0,113.0,Highland,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PICKUP TRUCK/UTILITY VAN,NORTHWEST,MAKING RIGHT TURN,  ,  ,  ,MOTORCYCLE,NORTHWEST,GOING STRAIGHT,  ,  ,  ,1.0,0.0,  ,  ,MOTORCYCLE,  ,  
71122,71123,201589998.0,20159000000000.0,5441,0,TRAF - ACCIDENT               ,2/15/2015 0:49,,2/15/2015 0:49,12800 BLOCK E ALBROOK DR,3184295.0,1710261.0,-104.8442689,39.78164777,5.0,521.0,Montbello,0.0,1.0,PEDESTRIAN-OTHER,  ,PEDESTRIAN-OTHER,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,OTHER,WEST,OTHER,  ,  ,OTHER,PASSENGER CAR/VAN,WEST,MAKING LEFT TURN,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,OTHER,  ,  
71201,71202,201573261.0,20157300000000.0,5441,1,TRAF - ACCIDENT - SBI         ,2/6/2015 22:40,,2/6/2015 23:19,E EVANS AVE / S DOWNING ST,3148211.0,1672456.0,-104.97343400000001,39.67851098,3.0,313.0,Rosedale,1.0,0.0,BICYCLE WITH OTHER VEHICLE,  ,BICYCLE WITH OTHER VEHICLE,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,BICYCLE,WEST,GOING STRAIGHT,  ,OTHER,  ,PASSENGER CAR/VAN,NORTHEAST,MAKING RIGHT TURN,  ,NO APPARENT,  ,1.0,0.0,  ,  ,BICYCLE,  ,OTHER
71246,71247,2015104795.0,201510000000000.0,5441,1,TRAF - ACCIDENT - SBI         ,2/23/2015 12:54,,38:00.0,9100 BLOCK E LOWRY BLVD,3174154.0,1689447.0,-104.8808547,39.7247057,3.0,321.0,Lowry Field,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,SLUSHY,DAY LIGHT,PASSENGER CAR/VAN,WEST,STOPPED IN TRAFFIC,CARELESS DRIVING,  ,  ,TRANSIT BUS,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,1.0,0.0,  ,  ,PASSENGER CAR/VAN,  ,  
71274,71275,201558975.0,20155900000000.0,5441,2,TRAF - ACCIDENT - FATAL       ,57:00.0,,1/30/2015 20:34,2000 BLOCK N PERRY ST,3129640.0,1697570.0,-105.03895929999999,39.7477313,1.0,121.0,Sloan Lake,0.0,0.0,FRONT TO FRONT WITH MV IN TRANSPORT,PARKED MV WITH OTHER VEHICLE,FRONT TO FRONT WITH MV IN TRANSPORT,ON ROADWAY,INTERSECTION RELATED,STRAIGHT ON-GRADE,DRY,DARK-LIGHTED,MOTORCYCLE,SOUTH,GOING STRAIGHT,RECKLESS DRIVING,AGGRESSIVE DRIVING,  ,PASSENGER CAR/VAN,  ,PARKED,  ,  ,  ,0.0,1.0,MOTORCYCLE,  ,  ,  ,AGGRESSIVE DRIVING
71278,71279,201559417.0,20155900000000.0,5420,0,TRAF - ACCIDENT - DUI/DUID    ,1/30/2015 23:30,,1/30/2015 23:33,I70 HWYEB ON RAMP,,,,,5.0,,,0.0,0.0,GUARD RAIL,  ,GUARD RAIL,RAN OFF RIGHT SIDE,NON INTERSECTION,STRAIGHT ON-GRADE,DRY,DARK-UNLIGHTED,SUV,EAST,GOING STRAIGHT,CARELESS DRIVING,DUI/DWAI/DUID,  ,  ,  ,  ,  ,  ,  ,1.0,0.0,  ,  ,SUV,  ,DUI/DWAI/DUID
71347,71348,2015106167.0,201511000000000.0,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2/24/2015 8:16,,55:00.0,W KENTUCKY AVE / S UTICA ST,3127925.0,1680322.0,-105.0453653,39.70040573,4.0,412.0,Westwood,0.0,0.0,FRONT TO FRONT WITH MV IN TRANSPORT,FRONT TO FRONT WITH MV IN TRANSPORT,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,ICY,DAY LIGHT,PASSENGER CAR/VAN,WEST,MAKING LEFT TURN,FAILED TO YIELD ROW,NO APPARENT,  ,PASSENGER CAR/VAN,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,3.0,0.0,  ,  ,PASSENGER CAR/VAN,PASSENGER CAR/VAN,NO APPARENT
71476,71477,2015103426.0,201510000000000.0,5441,1,TRAF - ACCIDENT - SBI         ,2/22/2015 16:00,,2/22/2015 16:05,E 14TH AVE / N LINCOLN ST,3144516.0,1694266.0,-104.98612309999999,39.73844209,6.0,623.0,Capitol Hill,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,SNOWY,DAY LIGHT,PASSENGER CAR/VAN,NORTH,GOING STRAIGHT,CARELESS DRIVING,NO APPARENT,  ,PASSENGER CAR/VAN,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,2.0,0.0,  ,  ,PASSENGER CAR/VAN,PASSENGER CAR/VAN,NO APPARENT
