,OBJECTID_1,INCIDENT_ID,OFFENSE_ID,OFFENSE_CODE,OFFENSE_CODE_EXTENSION,TOP_TRAFFIC_ACCIDENT_OFFENSE,FIRST_OCCURRENCE_DATE,LAST_OCCURRENCE_DATE,REPORTED_DATE,INCIDENT_ADDRESS,GEO_X,GEO_Y,GEO_LON,GEO_LAT,DISTRICT_ID,PRECINCT_ID,NEIGHBORHOOD_ID,BICYCLE_IND,PEDESTRIAN_IND,HARMFUL_EVENT_SEQ_1,HARMFUL_EVENT_SEQ_2,HARMFUL_EVENT_SEQ_3,ROAD_LOCATION,ROAD_DESCRIPTION,ROAD_CONTOUR,ROAD_CONDITION,LIGHT_CONDITION,TU1_VEHICLE_TYPE,TU1_TRAVEL_DIRECTION,TU1_VEHICLE_MOVEMENT,TU1_DRIVER_ACTION,TU1_DRIVER_HUMANCONTRIBFACTOR,TU1_PEDESTRIAN_ACTION,TU2_VEHICLE_TYPE,TU2_TRAVEL_DIRECTION,TU2_VEHICLE_MOVEMENT,TU2_DRIVER_ACTION,TU2_DRIVER_HUMANCONTRIBFACTOR,TU2_PEDESTRIAN_ACTION,SERIOUSLY_INJURED,FATALITIES,FATALITY_MODE_1,FATALITY_MODE_2,SERIOUSLY_INJURED_MODE_1,SERIOUSLY_INJURED_MODE_2,HUMAN_FACTOR,INJURY
121003,121004,2017113096.0,201711000000000.0,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2/18/2017 8:50,,2/18/2017 8:59,600 BLK N PENNSYLVANIA ST/PEARL ST ALLEY,3146042.0,1689690.0,-104.98078999999998,39.7258563,3.0,311.0,Speer,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,ALLEY RELATED,STRAIGHT ON-GRADE,WET,DAY LIGHT,HIT AND RUN UNKNOWN,  ,  ,  ,  ,  ,PICKUP TRUCK/UTILITY VAN,NORTH,PARKED,  ,  ,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
124424,124425,2017124975.0,201712000000000.0,5441,0,TRAF - ACCIDENT               ,2/23/2017 9:07,,2/23/2017 9:48,N BROADWAY ST / WALNUT ST,3144103.0,1701504.0,-104.98744640000001,39.75831805,2.0,612.0,Five Points,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,WET,DAY LIGHT,PICKUP TRUCK/UTILITY VAN,NORTHWEST,GOING STRAIGHT,FOLLOWED TOO CLOSELY,NO APPARENT,  ,PASSENGER CAR/VAN,NORTHWEST,MAKING RIGHT TURN,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
121002,121003,2017113054.0,201711000000000.0,5401,0,TRAF - ACCIDENT - HIT & RUN   ,3/14/2017 8:30,,54:00.0,1230 S BELLAIRE ST,3158370.0,1678255.0,-104.9372143,39.69426334,3.0,322.0,Virginia Village,0.0,0.0,REAR TO SIDE WITH MV IN TRANSPORT,  ,REAR TO SIDE WITH MV IN TRANSPORT,ON PRIVATE PROPERTY,PARKING LOT,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,EAST,BACKING,IMPROPER BACKING,DISTRACTED-OTHER,  ,PASSENGER CAR/VAN,NORTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,DISTRACTED,0
121001,121002,2017112823.0,201711000000000.0,5441,0,TRAF - ACCIDENT               ,2/18/2017 4:39,,2/18/2017 5:07,SB I25/W ALAMEDA AVE,,,,,,,,0.0,0.0,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,  ,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,PICKUP TRUCK/UTILITY VAN,SOUTH,CHANGING LANES,LANE VIOLATION,DRIVER FATIGUE,  ,SUV,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,DRIVER FATIGUE,0
121000,121001,2017112732.0,201711000000000.0,5420,0,TRAF - ACCIDENT - DUI/DUID    ,2/18/2017 3:10,,2/18/2017 4:02,900 BLOCK S PERRY ST,3129395.0,1679988.0,-105.04014709999998,39.69946851,4.0,412.0,Westwood,0.0,0.0,PARKED MV WITH OTHER VEHICLE,  ,PARKED MV WITH OTHER VEHICLE,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-GRADE,DRY,DARK-LIGHTED,PASSENGER CAR/VAN,NORTH,GOING STRAIGHT,CARELESS DRIVING,DUI/DWAI/DUID,  ,PASSENGER CAR/VAN,NORTH,PARKED,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,DUI/DWAI/DUID,0
120999,121000,2017112710.0,201711000000000.0,5401,0,TRAF - ACCIDENT - HIT & RUN   ,55:00.0,,2/18/2017 3:44,1962 E COLFAX AVE,3150780.0,1694801.0,-104.9638385,39.73981138,6.0,622.0,Cheesman Park,0.0,0.0,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,  ,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,ON PRIVATE PROPERTY,PARKING LOT,STRAIGHT ON-GRADE,DRY,DARK-LIGHTED,HIT AND RUN UNKNOWN,EAST,BACKING,CARELESS DRIVING,DUI/DWAI/DUID,  ,SUV,  ,PARKED,  ,  ,  ,0.0,0.0,  ,  ,  ,  ,DUI/DWAI/DUID,0
120998,120999,2017112692.0,201711000000000.0,5441,0,TRAF - ACCIDENT               ,2/18/2017 2:32,,2/18/2017 3:26,S KALAMATH ST / W ALAMEDA AVE,3141120.0,1684325.0,-104.9983937,39.711204200000005,3.0,312.0,Baker,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,INTERSECTION RELATED,STRAIGHT ON-GRADE,DRY,DARK-LIGHTED,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,CARELESS DRIVING,AGGRESSIVE DRIVING,  ,SUV,SOUTH,STOPPED IN TRAFFIC,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,AGGRESSIVE DRIVING,0
124425,124426,2017125037.0,201713000000000.0,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2/23/2017 9:38,,2/23/2017 10:17,E EVANS AVE / S ONEIDA ST,3166571.0,1672549.0,-104.908204,39.67845604,3.0,323.0,Goldsmith,0.0,0.0,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,  ,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PICKUP TRUCK/UTILITY VAN,EAST,GOING STRAIGHT,LANE VIOLATION,NO APPARENT,  ,PICKUP TRUCK/UTILITY VAN,EAST,STOPPED IN TRAFFIC,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
120997,120998,2017112658.0,201711000000000.0,5441,0,TRAF - ACCIDENT               ,2/18/2017 3:10,,2/18/2017 3:10,E 13TH AVE / N COLUMBINE ST,3152585.0,1693720.0,-104.9574432,39.73681443,2.0,213.0,Congress Park,0.0,0.0,FRONT TO FRONT WITH MV IN TRANSPORT,FRONT TO REAR WITH MV IN TRANSPORT,FRONT TO FRONT WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,PASSENGER CAR/VAN,SOUTH,MAKING RIGHT TURN,FAILED TO YIELD ROW,NO APPARENT,  ,SUV,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
120996,120997,2017112287.0,201711000000000.0,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2/17/2017 22:30,,2/17/2017 22:59,N YORK ST / E 7TH AVE,3151835.0,1690256.0,-104.96018319999999,39.72731738,2.0,311.0,Country Club,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,SUV,EAST,GOING STRAIGHT,FAILED TO STOP AT SIGNAL,DUI/DWAI/DUID,  ,SUV,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,DUI/DWAI/DUID,0
120995,120996,2017112282.0,201711000000000.0,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2/17/2017 22:30,,2/17/2017 23:25,S RARITAN ST / W JEWELL AVE,3138216.0,1673769.0,-105.00891850000001,39.68226916,4.0,422.0,College View - South Platte,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,LIGHT/UTILITY POLE,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-GRADE,DRY,DARK-LIGHTED,PASSENGER CAR/VAN,EAST,GOING STRAIGHT,CARELESS DRIVING,AGGRESSIVE DRIVING,  ,PASSENGER CAR/VAN,NORTH,MAKING LEFT TURN,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,AGGRESSIVE DRIVING,0
124426,124427,2017125085.0,201713000000000.0,5441,0,TRAF - ACCIDENT               ,2/23/2017 10:03,,2/23/2017 13:02,2650 N ELIOT ST,3134074.0,1700386.0,-105.02313829999999,39.75539888,1.0,121.0,Jefferson Park,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,FRONT TO REAR WITH MV IN TRANSPORT,FRONT TO REAR WITH MV IN TRANSPORT,ON PRIVATE PROPERTY,PARKING LOT,STRAIGHT ON-LEVEL,WET,DAY LIGHT,VEHICLE OVER 10000 LBS,SOUTH,BACKING,IMPROPER BACKING,OTHER,  ,PASSENGER CAR/VAN,NORTH,STOPPED IN TRAFFIC,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
120993,120994,2017111986.0,201711000000000.0,5441,0,TRAF - ACCIDENT               ,2/17/2017 20:05,,2/17/2017 20:57,4500 BLOCK N PEORIA ST,3183752.0,1709138.0,-104.8462296,39.77857575,5.0,521.0,Montbello,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,FRONT TO REAR WITH MV IN TRANSPORT,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,PASSENGER CAR/VAN,NORTH,GOING STRAIGHT,FOLLOWED TOO CLOSELY,NO APPARENT,  ,PASSENGER CAR/VAN,NORTH,SLOWING,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
120982,120983,201791917.0,20179200000000.0,5441,0,TRAF - ACCIDENT               ,2/9/2017 17:51,,2/9/2017 19:00,W ALAMEDA AVE / S DALE CT,3134617.0,1684274.0,-105.02150890000001,39.7111605,4.0,412.0,Athmar Park,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-GRADE,DRY,DAWN OR DUSK,PASSENGER CAR/VAN,NORTH,MAKING LEFT TURN,FAILED TO YIELD ROW,DRIVER INEXPERIENCE,  ,PASSENGER CAR/VAN,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,DRIVER INEXPERIENCE,0
120992,120993,2017111977.0,201711000000000.0,5441,0,TRAF - ACCIDENT               ,2/17/2017 20:05,,2/17/2017 21:38,E COLFAX AVE / N YORK ST,3151920.0,1694872.0,-104.9597834,39.73998775,2.0,622.0,Cheesman Park,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,PASSENGER CAR/VAN,WEST,GOING STRAIGHT,FOLLOWED TOO CLOSELY,NO APPARENT,  ,SUV,WEST,STOPPED IN TRAFFIC,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
124427,124428,2017125139.0,201713000000000.0,5441,0,TRAF - ACCIDENT               ,2/23/2017 10:34,,2/23/2017 11:00,N SPEER BLVD / W 8TH AVE,3143282.0,1690793.0,-104.99058020000001,39.72892714,1.0,123.0,Lincoln Park,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,WET,DAY LIGHT,PASSENGER CAR/VAN,WEST,MAKING LEFT TURN,FAILED TO STOP AT SIGNAL,OTHER,  ,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
120991,120992,2017111839.0,201711000000000.0,5441,0,TRAF - ACCIDENT               ,2/17/2017 19:20,,2/17/2017 19:45,1600 BLOCK E 14TH AVE,3149559.0,1694200.0,-104.96819270000002,39.73818124,6.0,622.0,Cheesman Park,0.0,0.0,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,  ,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,PASSENGER CAR/VAN,EAST,ENTERING/LEAVING PARKED POSITION,FAILED TO YIELD ROW,NO APPARENT,  ,PASSENGER CAR/VAN,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
120990,120991,2017111781.0,201711000000000.0,5441,0,TRAF - ACCIDENT               ,2/17/2017 18:47,,2/17/2017 18:47,I225 HWYSB / I70 HWYWB,3188330.0,1707042.0,-104.82999709999999,39.77273043,5.0,521.0,Stapleton,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,HIGHWAY INTERCHANGE,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,SUV,SOUTH,GOING STRAIGHT,CARELESS DRIVING,DISTRACTED-OTHER,  ,SUV,SOUTH,STOPPED IN TRAFFIC,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,DISTRACTED,0
120989,120990,2017111758.0,201711000000000.0,5441,0,TRAF - ACCIDENT               ,2/17/2017 18:35,,2/17/2017 18:36,7600 BLOCK E YALE AVE,3168910.0,1668593.0,-104.89998700000001,39.66755379,3.0,323.0,Hampden,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-UNLIGHTED,PASSENGER CAR/VAN,EAST,GOING STRAIGHT,FOLLOWED TOO CLOSELY,NO APPARENT,  ,PASSENGER CAR/VAN,EAST,STOPPED IN TRAFFIC,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
124428,124429,2017125181.0,201713000000000.0,5441,0,TRAF - ACCIDENT               ,57:00.0,,23:00.0,N HAVANA ST / I70 HWYWB,3178274.0,1708100.0,-104.8657449,39.77583292,5.0,511.0,Stapleton,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,HIGHWAY INTERCHANGE,STRAIGHT ON-LEVEL,WET,DAY LIGHT,SUV,EAST,STOPPED IN TRAFFIC,FOLLOWED TOO CLOSELY,DISTRACTED-OTHER,  ,PASSENGER CAR/VAN,EAST,SLOWING,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,DISTRACTED,0
120987,120988,2017111695.0,201711000000000.0,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2/17/2017 18:07,,2/17/2017 18:43,N DAHLIA ST / E STAPLETON N DR,3159742.0,1709661.0,-104.9316406,39.78045479,2.0,221.0,Northeast Park Hill,0.0,0.0,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,  ,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,HIT AND RUN UNKNOWN,SOUTH,MAKING RIGHT TURN,  ,DRIVER INEXPERIENCE,  ,PASSENGER CAR/VAN,SOUTH,STOPPED IN TRAFFIC,  ,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,DRIVER INEXPERIENCE,0
120986,120987,2017111693.0,201711000000000.0,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2/17/2017 18:06,,2/17/2017 19:07,I25 HWYSB / 20TH ST,3139228.0,1702512.0,-105.0047662,39.7611594,1.0,113.0,Highland,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,FRONT TO REAR WITH MV IN TRANSPORT,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,HIGHWAY INTERCHANGE,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,PICKUP TRUCK/UTILITY VAN,SOUTH,GOING STRAIGHT,CARELESS DRIVING,DUI/DWAI/DUID,  ,SUV,SOUTH,STOPPED IN TRAFFIC,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,DUI/DWAI/DUID,0
120985,120986,2017111686.0,201711000000000.0,5401,0,TRAF - ACCIDENT - HIT & RUN   ,2/17/2017 18:04,,2/17/2017 18:22,E MLK BLVD / N HOLLY ST,3162412.0,1702930.0,-104.92229340000002,39.76193104,2.0,221.0,North Park Hill,0.0,0.0,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,  ,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,HIT AND RUN UNKNOWN,WEST,OTHER,CARELESS DRIVING,NO APPARENT,  ,SUV,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
124429,124430,2017125203.0,201713000000000.0,5441,0,TRAF - ACCIDENT               ,10:00.0,,2/23/2017 11:12,18400 BLOCK E 56TH AVE,3202608.0,1716420.0,-104.77893900000001,39.79817386,5.0,522.0,Gateway - Green Valley Ranch,0.0,0.0,SIDE TO SIDE SAME DIRECTION WITH MV IN TRANSPORT,  ,  ,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,WET,DAY LIGHT,PASSENGER CAR/VAN,EAST,GOING STRAIGHT,LANE VIOLATION,AGGRESSIVE DRIVING,OTHER,PASSENGER CAR/VAN,EAST,GOING STRAIGHT,OTHER,NO APPARENT,OTHER,0.0,0.0,  ,  ,  ,  ,AGGRESSIVE DRIVING,0
120984,120985,201791971.0,20179200000000.0,5441,0,TRAF - ACCIDENT               ,2/9/2017 18:13,,2/9/2017 19:19,W VIRGINIA AVE / S FEDERAL BLVD,3133617.0,1682968.0,-105.02508759999999,39.70758965,4.0,412.0,Westwood,0.0,1.0,PEDESTRIAN-OTHER,  ,PEDESTRIAN-OTHER,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,PASSENGER CAR/VAN,SOUTH,MAKING LEFT TURN,FAILED TO YIELD ROW,NO APPARENT,  ,  ,WEST,  ,OTHER,NO APPARENT,CROSS/ENTER AT INTERSECTION,0.0,0.0,  ,  ,  ,  ,OTHER,0
124430,124431,2017125219.0,201713000000000.0,5441,0,TRAF - ACCIDENT               ,2/23/2017 11:15,,2/23/2017 11:51,10200 E GIRARD AVE,3178026.0,1664292.0,-104.86771189999999,39.65557679,3.0,323.0,Hampden,0.0,0.0,REAR TO SIDE WITH MV IN TRANSPORT,  ,REAR TO SIDE WITH MV IN TRANSPORT,ON PRIVATE PROPERTY,PARKING LOT,STRAIGHT ON-GRADE,WET,DAY LIGHT,PICKUP TRUCK/UTILITY VAN,NORTH,BACKING,CARELESS DRIVING,AGGRESSIVE DRIVING,  ,PASSENGER CAR/VAN,EAST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,AGGRESSIVE DRIVING,0
120983,120984,201791960.0,20179200000000.0,5441,0,TRAF - ACCIDENT               ,2/9/2017 18:10,,2/9/2017 18:10,I70 HWYEB / N HAVANA ST,3178234.0,1708027.0,-104.865889,39.775633299999996,5.0,512.0,Stapleton,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,  ,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DARK-LIGHTED,SUV,EAST,GOING STRAIGHT,FOLLOWED TOO CLOSELY,NO APPARENT,  ,PASSENGER CAR/VAN,EAST,STOPPED IN TRAFFIC,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
120868,120869,201720072.0,20172000000000.0,5441,0,TRAF - ACCIDENT               ,1/10/2017 12:34,,57:00.0,W 8TH AVE / N KALAMATH ST,3140583.0,1690777.0,-105.00017620000001,39.72892437,1.0,123.0,Lincoln Park,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PICKUP TRUCK/UTILITY VAN,SOUTHEAST,MAKING RIGHT TURN,FOLLOWED TOO CLOSELY,DRIVER UNFAMILIAR WITH AREA,  ,SUV,SOUTH,STOPPED IN TRAFFIC,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,DRIVER UNFAMILIAR WITH AREA,0
120867,120868,201720053.0,20172000000000.0,5441,0,TRAF - ACCIDENT               ,24:00.0,,1/10/2017 13:00,E COLFAX AVE / N LAFAYETTE ST,3148842.0,1694868.0,-104.9707284,39.74002651,6.0,622.0,City Park West,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,WEST,GOING STRAIGHT,FOLLOWED TOO CLOSELY,AGGRESSIVE DRIVING,  ,SUV,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,AGGRESSIVE DRIVING,0
120866,120867,201720050.0,20172000000000.0,5441,0,TRAF - ACCIDENT               ,1/10/2017 12:22,,1/10/2017 12:47,I70 HWYEB / N WASHINGTON ST,3146390.0,1709196.0,-104.97915520000001,39.77939803,1.0,112.0,Globeville,0.0,0.0,FRONT TO SIDE WITH MV IN TRANSPORT,  ,FRONT TO SIDE WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-GRADE,WET,DAY LIGHT,PASSENGER CAR/VAN,SOUTH,MAKING LEFT TURN,OTHER,NO APPARENT,  ,PASSENGER CAR/VAN,WEST,GOING STRAIGHT,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
124533,124534,2016624355.0,201662000000000.0,5401,0,TRAF - ACCIDENT - HIT & RUN   ,9/29/2016 8:31,,9/29/2016 9:48,S UNIVERSITY BLVD / E FLORIDA AVE,3152150.0,1676411.0,-104.95935619999999,39.68930485,3.0,312.0,Washington Park,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,INTERSECTION RELATED,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,SUV,SOUTH,CHANGING LANES,FOLLOWED TOO CLOSELY,NO APPARENT,  ,PASSENGER CAR/VAN,SOUTH,STOPPED IN TRAFFIC,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
124534,124535,2016633230.0,201663000000000.0,5441,0,TRAF - ACCIDENT               ,10/3/2016 7:35,,10/3/2016 8:09,1600 BLOCK WEWATTA ST,3139866.0,1699533.0,-105.0025549,39.75297198,6.0,612.0,Union Station,0.0,0.0,  ,  ,  ,  ,NON INTERSECTION,STRAIGHT ON-GRADE,DRY,DAY LIGHT,SUV,SOUTHWEST,BACKING,OTHER,NO APPARENT,  ,PASSENGER CAR/VAN,SOUTH,MAKING U-TURN,CARELESS DRIVING,DRIVER INEXPERIENCE,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
124535,124536,2016635633.0,201664000000000.0,5441,0,TRAF - ACCIDENT               ,10/4/2016 7:45,,10/4/2016 8:15,I25 HWYSB / S COLORADO BLVD,3157456.0,1674124.0,-104.94055259999999,39.68293832,3.0,314.0,Virginia Village,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,NON INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,CARELESS DRIVING,ASLEEP AT THE WHEEL,  ,PASSENGER CAR/VAN,SOUTH,STOPPED IN TRAFFIC,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,ASLEEP AT THE WHEEL,0
120751,120752,2017222440.0,201722000000000.0,5441,0,TRAF - ACCIDENT               ,4/6/2017 10:52,,4/6/2017 12:41,I70 HWYWB / N NORTHFIELD QUEBEC ST,3167674.0,1708971.0,-104.9034356,39.77842105,5.0,511.0,Stapleton,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,FRONT TO REAR WITH MV IN TRANSPORT,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,HIGHWAY INTERCHANGE,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,WEST,GOING STRAIGHT,FOLLOWED TOO CLOSELY,NO APPARENT,  ,PASSENGER CAR/VAN,WEST,STOPPED IN TRAFFIC,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,OTHER,0
120750,120751,2017222403.0,201722000000000.0,5401,0,TRAF - ACCIDENT - HIT & RUN   ,4/5/2017 10:30,,4/5/2017 16:40,I25 HWYSB / W 13TH AVE,3136605.0,1693664.0,-105.0142643,39.73690897,1.0,122.0,Lincoln Park,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,  ,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,AT INTERSECTION,STRAIGHT ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,SOUTH,GOING STRAIGHT,FOLLOWED TOO CLOSELY,AGGRESSIVE DRIVING,  ,PASSENGER CAR/VAN,SOUTH,STOPPED IN TRAFFIC,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,AGGRESSIVE DRIVING,0
120749,120750,2017222380.0,201722000000000.0,5441,0,TRAF - ACCIDENT               ,4/6/2017 10:24,,4/6/2017 11:48,I270 HWYEB / I70 HWYEB,3169593.0,1708924.0,-104.8966094,39.77825723,5.0,512.0,Stapleton,0.0,0.0,FRONT TO REAR WITH MV IN TRANSPORT,FRONT TO REAR WITH MV IN TRANSPORT,FRONT TO REAR WITH MV IN TRANSPORT,ON ROADWAY,HIGHWAY INTERCHANGE,CURVE ON-LEVEL,DRY,DAY LIGHT,PASSENGER CAR/VAN,EAST,SLOWING,CARELESS DRIVING,AGGRESSIVE DRIVING,  ,SUV,EAST,SLOWING,OTHER,NO APPARENT,  ,0.0,0.0,  ,  ,  ,  ,AGGRESSIVE DRIVING,0
